Espécie;Apreendidas;Data apreensão;Mês;Ano;UF Apreensão;Unidade Apreensão;Município;País de origem;Tipo Penal
Espingarda;1;41433;jun;2013;SP;DPF/AQA/SP;BOA ESPERANCA DO SUL;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Pistola;1;41435;jun;2013;PR;DPF/GPB/PR;GUARAPUAVA;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Espingarda;1;41436;jun;2013;RS;SR/PF/RS;PORTO ALEGRE;Não identificado;Art. 12 Posse irregular de arma de fogo de uso permitido
Revólver;1;41436;jun;2013;AC;DPF/EPA/AC;EPITACIOLANDIA;Não identificado;Art. 14 Porte ilegal de arma de fogo de uso permitido
Revólver;1;41436;jun;2013;RS;SR/PF/RS;PORTO ALEGRE;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Revólver;1;41436;jun;2013;RS;SR/PF/RS;PORTO ALEGRE;Não identificado;Art. 12 Posse irregular de arma de fogo de uso permitido
Revólver;1;41436;jun;2013;TO;SR/PF/TO;PALMAS;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Arma não classificada;1;41437;jun;2013;SP;DPF/AQA/SP;JABOTICABAL;Brasil;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Arma não classificada;1;41437;jun;2013;SP;DPF/AQA/SP;JABOTICABAL;Brasil;Art. 18 Tráfico internacional de arma de fogo
Pistola;1;41438;jun;2013;PR;SR/PF/PR;NI;Não identificado;Outra tipificação
Revólver;1;41438;jun;2013;PR;SR/PF/PR;NI;Não identificado;Outra tipificação
Pistola;1;41440;jun;2013;PR;DPF/FIG/PR;FOZ DO IGUACU;Não identificado;Art. 18 Tráfico internacional de arma de fogo
Pistola;1;41441;jun;2013;MG;DPF/DVS/MG;NI;Não identificado;Outra tipificação
Pistola;1;41444;jun;2013;PR;DPF/FIG/PR;FOZ DO IGUACU;Bélgica;Art. 18 Tráfico internacional de arma de fogo
Espingarda;1;41446;jun;2013;SP;DPF/RPO/SP;RIBEIRAO PRETO;Não identificado;Art. 12 Posse irregular de arma de fogo de uso permitido
Espingarda;1;41446;jun;2013;SP;DPF/RPO/SP;RIBEIRAO PRETO;Não identificado;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Pistola;1;41446;jun;2013;MS;DPF/PPA/MS;PONTA PORA;Repúlica Tcheca;Art. 12 Posse irregular de arma de fogo de uso permitido
Pistola;1;41446;jun;2013;MS;DPF/PPA/MS;PONTA PORA;Repúlica Tcheca;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Revólver;1;41447;jun;2013;MS;DPF/NVI/MS;MUNDO NOVO;Brasil;Art. 18 Tráfico internacional de arma de fogo
Rifle;1;41449;jun;2013;ES;SR/PF/ES;NI;Não identificado;Outra tipificação
Rifle;1;41449;jun;2013;ES;SR/PF/ES;NI;Não identificado;Outra tipificação
Arma não classificada;1;41450;jun;2013;SP;DPF/AQA/SP;NI;Não identificado;Outra tipificação
Revólver;1;41450;jun;2013;ES;SR/PF/ES;NI;Não identificado;Outra tipificação
Escopeta;1;41451;jun;2013;ES;SR/PF/ES;NI;Não identificado;Outra tipificação
Pistola;1;41451;jun;2013;ES;SR/PF/ES;NI;Brasil;Outra tipificação
Pistola;1;41451;jun;2013;SP;SR/PF/SP;DIADEMA;Estados Unidos da América;Art. 14 Porte ilegal de arma de fogo de uso permitido
Pistola;1;41451;jun;2013;SP;SR/PF/SP;DIADEMA;Estados Unidos da América;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Revólver;1;41451;jun;2013;TO;SR/PF/TO;NI;Brasil;Outra tipificação
Rifle;1;41451;jun;2013;ES;SR/PF/ES;NI;Não identificado;Outra tipificação
Rifle;1;41451;jun;2013;ES;SR/PF/ES;NI;Não identificado;Outra tipificação
Rifle;1;41451;jun;2013;ES;SR/PF/ES;NI;Estados Unidos da América;Outra tipificação
Espingarda;1;41452;jun;2013;PE;DPF/SGO/PE;INAJA;Não identificado;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Espingarda;1;41452;jun;2013;PE;DPF/SGO/PE;INAJA;Não identificado;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Pistola;1;41452;jun;2013;SP;DPF/CAS/SP;NI;Israel;Outra tipificação
Pistola;1;41452;jun;2013;SP;DPF/SJE/SP;NOVA GRANADA;Israel;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Revólver;1;41452;jun;2013;SP;DPF/CAS/SP;NI;Brasil;Outra tipificação
Espingarda;1;41453;jun;2013;ES;DPF/SMT/ES;SOORETAMA;Brasil;Art. 14 Porte ilegal de arma de fogo de uso permitido
Rifle;1;41453;jun;2013;ES;DPF/SMT/ES;SOORETAMA;Brasil;Art. 14 Porte ilegal de arma de fogo de uso permitido
Rifle;1;41457;jul;2013;ES;DPF/SMT/ES;JAGUARE;Não identificado;Art. 14 Porte ilegal de arma de fogo de uso permitido
Rifle;1;41457;jul;2013;ES;DPF/SMT/ES;JAGUARE;Não identificado;Art. 14 Porte ilegal de arma de fogo de uso permitido
Espingarda;1;41458;jul;2013;AC;DPF/EPA/AC;BRASILEIA;Não identificado;Art. 14 Porte ilegal de arma de fogo de uso permitido
Espingarda;1;41458;jul;2013;DF;SR/PF/DF;BRASILIA;Brasil;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Espingarda;1;41458;jul;2013;RS;DPF/LIV/RS;SANTANA DO LIVRAMENTO;Não identificado;Art. 14 Porte ilegal de arma de fogo de uso permitido
Espingarda;2;41458;jul;2013;PR;DPF/GRA/PR;GUAIRA;Estados Unidos da América;Art. 18 Tráfico internacional de arma de fogo
Pistola;1;41458;jul;2013;MT;SR/PF/MT;NI;Bélgica;Outra tipificação
Pistola;1;41458;jul;2013;MT;SR/PF/MT;NI;Não identificado;Outra tipificação
Pistola;1;41458;jul;2013;SP;DPF/RPO/SP;RIBEIRAO PRETO;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Revólver;1;41458;jul;2013;DF;SR/PF/DF;BRASILIA;Não identificado;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Revólver;1;41458;jul;2013;ES;SR/PF/ES;VITORIA;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Revólver;1;41458;jul;2013;PR;DPF/CAC/PR;NI;Brasil;Outra tipificação
Revólver;1;41458;jul;2013;PR;SR/PF/PR;CURITIBA;Não identificado;Art. 14 Porte ilegal de arma de fogo de uso permitido
Revólver;1;41458;jul;2013;PR;SR/PF/PR;CURITIBA;Não identificado;Art. 14 Porte ilegal de arma de fogo de uso permitido
Revólver;1;41458;jul;2013;RS;DPF/LIV/RS;SANTANA DO LIVRAMENTO;Não identificado;Art. 14 Porte ilegal de arma de fogo de uso permitido
Fuzil;1;41459;jul;2013;AM;SR/PF/AM;MANAUS;Israel;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Arma não classificada;2;41460;jul;2013;SP;DPF/JLS/SP;NI;Não identificado;Outra tipificação
Pistola;1;41460;jul;2013;RS;SR/PF/RS;SAPIRANGA;Brasil;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Revólver;1;41460;jul;2013;PR;DPF/FIG/PR;SANTA TEREZINHA DE ITAIPU;Brasil;Art. 14 Porte ilegal de arma de fogo de uso permitido
Garrucha;1;41463;jul;2013;RS;DPF/SBA/RS;NI;Não identificado;Outra tipificação
Pistola;1;41463;jul;2013;RS;DPF/SBA/RS;NI;Estados Unidos da América;Outra tipificação
Pistola;1;41463;jul;2013;TO;DPF/AGA/TO;FILADELFIA;Estados Unidos da América;Art. 14 Porte ilegal de arma de fogo de uso permitido
Pistola;1;41463;jul;2013;TO;DPF/AGA/TO;FILADELFIA;Estados Unidos da América;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Pistola;1;41463;jul;2013;TO;DPF/AGA/TO;FILADELFIA;Brasil;Art. 14 Porte ilegal de arma de fogo de uso permitido
Pistola;1;41463;jul;2013;TO;DPF/AGA/TO;FILADELFIA;Brasil;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Revólver;1;41463;jul;2013;RS;SR/PF/RS;PORTO ALEGRE;Brasil;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Revólver;1;41463;jul;2013;RS;SR/PF/RS;PORTO ALEGRE;Brasil;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Revólver;1;41463;jul;2013;TO;DPF/AGA/TO;FILADELFIA;Brasil;Art. 14 Porte ilegal de arma de fogo de uso permitido
Revólver;1;41463;jul;2013;TO;DPF/AGA/TO;FILADELFIA;Brasil;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Revólver;2;41463;jul;2013;RS;SR/PF/RS;PORTO ALEGRE;Não identificado;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Espingarda;1;41466;jul;2013;MS;SR/PF/MS;BANDEIRANTES;Estados Unidos da América;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Pistola;1;41466;jul;2013;MS;SR/PF/MS;BANDEIRANTES;Repúlica Tcheca;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Pistola;1;41466;jul;2013;SE;SR/PF/SE;NI;Brasil;Outra tipificação
Revólver;1;41466;jul;2013;PR;DPF/LDA/PR;CONGONHINHAS;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Revólver;1;41466;jul;2013;PR;DPF/LDA/PR;CONGONHINHAS;Brasil;Art. 18 Tráfico internacional de arma de fogo
Espingarda;1;41467;jul;2013;PA;DPF/MBA/PA;NI;Não identificado;Outra tipificação
Revólver;1;41467;jul;2013;PR;SR/PF/PR;NI;Brasil;Outra tipificação
Revólver;2;41467;jul;2013;PR;DPF/GPB/PR;GUARAPUAVA;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Espingarda;1;41470;jul;2013;PR;DPF/FIG/PR;NI;Não identificado;Outra tipificação
Pistola;1;41471;jul;2013;MG;DPF/DVS/MG;NI;Brasil;Outra tipificação
Pistola;1;41471;jul;2013;PE;SR/PF/PE;NI;Estados Unidos da América;Outra tipificação
Pistola;1;41471;jul;2013;PE;SR/PF/PE;NI;Estados Unidos da América;Outra tipificação
Revólver;1;41471;jul;2013;RN;SR/PF/RN;NI;Não identificado;Outra tipificação
Rifle;1;41471;jul;2013;PR;DPF/CAC/PR;DOIS VIZINHOS;Brasil;Art. 14 Porte ilegal de arma de fogo de uso permitido
Rifle;1;41471;jul;2013;PR;DPF/CAC/PR;DOIS VIZINHOS;Brasil;Art. 18 Tráfico internacional de arma de fogo
Pistola;1;41472;jul;2013;AC;SR/PF/AC;RIO BRANCO;Itália;Art. 14 Porte ilegal de arma de fogo de uso permitido
Pistola;1;41472;jul;2013;AM;DPF/TBA/AM;SANTO ANTONIO DO ICA;Não identificado;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Revólver;1;41472;jul;2013;RN;DPF/MOS/RN;NI;Brasil;Outra tipificação
Revólver;1;41472;jul;2013;RN;DPF/MOS/RN;NI;Brasil;Outra tipificação
Revólver;1;41472;jul;2013;RN;DPF/MOS/RN;NI;Não identificado;Outra tipificação
Espingarda;1;41473;jul;2013;MT;DPF/CAE/MT;JAURU;Não identificado;Art. 14 Porte ilegal de arma de fogo de uso permitido
Espingarda;1;41473;jul;2013;PR;DPF/CAC/PR;SANTA TEREZA DO OESTE;Não identificado;Art. 12 Posse irregular de arma de fogo de uso permitido
Espingarda;1;41473;jul;2013;PR;DPF/CAC/PR;SANTA TEREZA DO OESTE;Não identificado;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Espingarda;1;41473;jul;2013;PR;DPF/CAC/PR;SANTA TEREZA DO OESTE;Não identificado;Art. 12 Posse irregular de arma de fogo de uso permitido
Espingarda;1;41473;jul;2013;PR;DPF/CAC/PR;SANTA TEREZA DO OESTE;Não identificado;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Espingarda;1;41473;jul;2013;PR;DPF/CAC/PR;SANTA TEREZA DO OESTE;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Espingarda;1;41473;jul;2013;PR;DPF/CAC/PR;SANTA TEREZA DO OESTE;Brasil;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Pistola;1;41473;jul;2013;MT;DPF/CAE/MT;JAURU;Não identificado;Art. 14 Porte ilegal de arma de fogo de uso permitido
Pistola;1;41473;jul;2013;MT;DPF/CAE/MT;JAURU;Não identificado;Art. 14 Porte ilegal de arma de fogo de uso permitido
Pistola;2;41473;jul;2013;SP;SR/PF/SP;OSASCO;Estados Unidos da América;Art. 12 Posse irregular de arma de fogo de uso permitido
Revólver;1;41473;jul;2013;PR;DPF/CAC/PR;SANTA TEREZA DO OESTE;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Revólver;1;41473;jul;2013;PR;DPF/CAC/PR;SANTA TEREZA DO OESTE;Brasil;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Revólver;1;41474;jul;2013;SP;SR/PF/SP;SAO PAULO;Brasil;Art. 14 Porte ilegal de arma de fogo de uso permitido
Pistola;1;41475;jul;2013;RS;DPF/CHI/RS;SANTA VITORIA DO PALMAR;Estados Unidos da América;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Revólver;1;41475;jul;2013;MT;SR/PF/MT;VARZEA GRANDE;Bélgica;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Arma não classificada;1;41477;jul;2013;SP;DEAIN/SR/SP;GUARULHOS;Não identificado;Art. 14 Porte ilegal de arma de fogo de uso permitido
Revólver;1;41478;jul;2013;GO;SR/PF/GO;NI;Brasil;Outra tipificação
Revólver;1;41478;jul;2013;MS;SR/PF/MS;CAMAPUA;Argentina;Art. 18 Tráfico internacional de arma de fogo
Revólver;1;41478;jul;2013;MS;SR/PF/MS;CAMAPUA;Estados Unidos da América;Art. 18 Tráfico internacional de arma de fogo
Artesanal;2;41479;jul;2013;RN;SR/PF/RN;NI;Não identificado;Outra tipificação
Artesanal;7;41479;jul;2013;RN;SR/PF/RN;NI;Não identificado;Outra tipificação
Artesanal;32;41479;jul;2013;RN;SR/PF/RN;NI;Não identificado;Outra tipificação
Espingarda;1;41479;jul;2013;PE;DPF/SGO/PE;INAJA;Não identificado;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Espingarda;1;41479;jul;2013;PE;DPF/SGO/PE;INAJA;Não identificado;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Espingarda;1;41479;jul;2013;PE;DPF/SGO/PE;INAJA;Não identificado;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Espingarda;1;41479;jul;2013;PE;DPF/SGO/PE;INAJA;Não identificado;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Espingarda;1;41479;jul;2013;RN;SR/PF/RN;NI;Brasil;Outra tipificação
Espingarda;1;41479;jul;2013;RN;SR/PF/RN;NI;Não identificado;Outra tipificação
Espingarda;1;41479;jul;2013;RN;SR/PF/RN;NI;Brasil;Outra tipificação
Espingarda;1;41479;jul;2013;RN;SR/PF/RN;NI;Itália;Outra tipificação
Espingarda;1;41479;jul;2013;RN;SR/PF/RN;NI;Brasil;Outra tipificação
Espingarda;1;41479;jul;2013;RN;SR/PF/RN;NI;Brasil;Outra tipificação
Espingarda;1;41479;jul;2013;RN;SR/PF/RN;NI;Não identificado;Outra tipificação
Espingarda;1;41479;jul;2013;RN;SR/PF/RN;NI;Não identificado;Outra tipificação
Espingarda;1;41479;jul;2013;RN;SR/PF/RN;NI;Não identificado;Outra tipificação
Espingarda;1;41479;jul;2013;RN;SR/PF/RN;NI;Não identificado;Outra tipificação
Espingarda;1;41479;jul;2013;RN;SR/PF/RN;NI;Não identificado;Outra tipificação
Espingarda;1;41479;jul;2013;RN;SR/PF/RN;NI;Brasil;Outra tipificação
Espingarda;1;41479;jul;2013;RN;SR/PF/RN;NI;Brasil;Outra tipificação
Espingarda;1;41479;jul;2013;RN;SR/PF/RN;NI;Brasil;Outra tipificação
Espingarda;1;41479;jul;2013;RN;SR/PF/RN;NI;Brasil;Outra tipificação
Espingarda;1;41479;jul;2013;RN;SR/PF/RN;NI;Não identificado;Outra tipificação
Espingarda;1;41479;jul;2013;RN;SR/PF/RN;NI;Brasil;Outra tipificação
Espingarda;2;41479;jul;2013;RN;SR/PF/RN;NI;Brasil;Outra tipificação
Fuzil;1;41479;jul;2013;BA;SR/PF/BA;SALVADOR;Não identificado;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Arma não classificada;1;41480;jul;2013;PR;DPF/FIG/PR;FOZ DO IGUACU;Não identificado;Art. 14 Porte ilegal de arma de fogo de uso permitido
Metralhadora;1;41480;jul;2013;MS;SR/PF/MS;NI;Brasil;Outra tipificação
Pistola;1;41480;jul;2013;SP;DPF/STS/SP;NI;Não identificado;Outra tipificação
Revólver;1;41480;jul;2013;MS;DPF/DRS/MS;DOURADOS;Brasil;Art. 14 Porte ilegal de arma de fogo de uso permitido
Espingarda;1;41481;jul;2013;PR;DPF/FIG/PR;MISSAL;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Revólver;1;41481;jul;2013;SE;SR/PF/SE;CRISTINAPOLIS;Brasil;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Pistola;1;41482;jul;2013;RJ;SR/PF/RJ;RIO DE JANEIRO;Argentina;Art. 18 Tráfico internacional de arma de fogo
Pistola;1;41482;jul;2013;RJ;SR/PF/RJ;RIO DE JANEIRO;Israel;Art. 18 Tráfico internacional de arma de fogo
Pistola;1;41484;jul;2013;PR;DPF/FIG/PR;NI;Não identificado;Outra tipificação
Revólver;1;41484;jul;2013;RS;SR/PF/RS;NI;Não identificado;Outra tipificação
Revólver;1;41486;jul;2013;AP;SR/PF/AP;NI;Brasil;Outra tipificação
Revólver;1;41486;jul;2013;RS;DPF/LIV/RS;SANTANA DO LIVRAMENTO;Não identificado;Art. 14 Porte ilegal de arma de fogo de uso permitido
Artesanal;1;41487;ago;2013;ES;SR/PF/ES;SANTA TERESA;Não identificado;Art. 12 Posse irregular de arma de fogo de uso permitido
Artesanal;1;41487;ago;2013;PI;SR/PF/PI;NI;Não identificado;Outra tipificação
Espingarda;1;41487;ago;2013;PI;SR/PF/PI;NI;Não identificado;Outra tipificação
Garrucha;1;41487;ago;2013;PI;SR/PF/PI;NI;Não identificado;Outra tipificação
Garrucha;1;41487;ago;2013;PI;SR/PF/PI;NI;Não identificado;Outra tipificação
Pistola;4;41487;ago;2013;PR;DPF/FIG/PR;MEDIANEIRA;Brasil;Art. 18 Tráfico internacional de arma de fogo
Revólver;1;41487;ago;2013;GO;SR/PF/GO;GOIANIA;Brasil;Art. 14 Porte ilegal de arma de fogo de uso permitido
Revólver;1;41487;ago;2013;MS;DPF/NVI/MS;NAVIRAI;Brasil;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Arma não classificada;1;41488;ago;2013;PR;DPF/FIG/PR;ITAIPULANDIA;Não identificado;Art. 12 Posse irregular de arma de fogo de uso permitido
Revólver;1;41488;ago;2013;RN;SR/PF/RN;NI;Brasil;Outra tipificação
Revólver;1;41488;ago;2013;SP;SR/PF/SP;SAO PAULO;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Espingarda;1;41490;ago;2013;ES;DPF/SMT/ES;VILA VALERIO;Não identificado;Art. 14 Porte ilegal de arma de fogo de uso permitido
Espingarda;1;41492;ago;2013;RN;SR/PF/RN;NATAL;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Espingarda;1;41492;ago;2013;RN;SR/PF/RN;NATAL;Brasil;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Espingarda;1;41492;ago;2013;RN;SR/PF/RN;NATAL;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Espingarda;1;41492;ago;2013;SC;DPF/CCM/SC;CRICIUMA;Não identificado;Art. 12 Posse irregular de arma de fogo de uso permitido
Fuzil;1;41492;ago;2013;PR;DPF/LDA/PR;NI;Não identificado;Outra tipificação
Revólver;1;41492;ago;2013;RN;SR/PF/RN;NATAL;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Revólver;1;41492;ago;2013;RN;SR/PF/RN;NATAL;Brasil;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Revólver;1;41492;ago;2013;RN;SR/PF/RN;NATAL;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Revólver;1;41492;ago;2013;RN;SR/PF/RN;NATAL;Brasil;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Espingarda;1;41493;ago;2013;ES;DPF/SMT/ES;SOORETAMA;Não identificado;Art. 14 Porte ilegal de arma de fogo de uso permitido
Espingarda;1;41493;ago;2013;ES;DPF/SMT/ES;SOORETAMA;Não identificado;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Pistola;1;41493;ago;2013;MG;SR/PF/MG;BELO HORIZONTE;Não identificado;Art. 12 Posse irregular de arma de fogo de uso permitido
Pistola;1;41493;ago;2013;MG;SR/PF/MG;BELO HORIZONTE;Não identificado;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Pistola;1;41493;ago;2013;MS;DPF/TLS/MS;TRES LAGOAS;Israel;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Revólver;1;41493;ago;2013;MG;SR/PF/MG;BELO HORIZONTE;Estados Unidos da América;Art. 12 Posse irregular de arma de fogo de uso permitido
Revólver;1;41493;ago;2013;MG;SR/PF/MG;BELO HORIZONTE;Estados Unidos da América;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Revólver;1;41493;ago;2013;PB;DPF/CGE/PB;CAMPINA GRANDE;Não identificado;Art. 14 Porte ilegal de arma de fogo de uso permitido
Pistola;1;41494;ago;2013;SP;DPF/RPO/SP;RIBEIRAO PRETO;Brasil;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Revólver;1;41494;ago;2013;MS;DPF/PPA/MS;PONTA PORA;Repúlica Tcheca;Art. 14 Porte ilegal de arma de fogo de uso permitido
Revólver;1;41494;ago;2013;MS;DPF/PPA/MS;PONTA PORA;Repúlica Tcheca;Art. 18 Tráfico internacional de arma de fogo
Revólver;1;41494;ago;2013;RN;SR/PF/RN;SAO GONCALO DO AMARANTE;Brasil;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Revólver;1;41494;ago;2013;RN;SR/PF/RN;SAO GONCALO DO AMARANTE;Brasil;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Fuzil;1;41495;ago;2013;PR;DPF/LDA/PR;NI;Bélgica;Outra tipificação
Pistola;1;41495;ago;2013;MS;DPF/NVI/MS;ELDORADO;Turquia;Art. 18 Tráfico internacional de arma de fogo
Pistola;1;41495;ago;2013;MS;DPF/NVI/MS;ELDORADO;Repúlica Tcheca;Art. 18 Tráfico internacional de arma de fogo
Pistola;1;41495;ago;2013;RJ;SR/PF/RJ;RIO DE JANEIRO;Não identificado;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Revólver;1;41495;ago;2013;AP;SR/PF/AP;MACAPA;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Revólver;1;41495;ago;2013;MS;DPF/NVI/MS;ELDORADO;Brasil;Art. 18 Tráfico internacional de arma de fogo
Pistola;1;41497;ago;2013;MT;DPF/CAE/MT;VILA BELA DA SANTISSIMA TRINDADE;Não identificado;Art. 14 Porte ilegal de arma de fogo de uso permitido
Pistola;1;41497;ago;2013;TO;DPF/AGA/TO;ARAGUAINA;Brasil;Art. 14 Porte ilegal de arma de fogo de uso permitido
Revólver;1;41498;ago;2013;MG;DPF/UDI/MG;UBERLANDIA;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Pistola;1;41499;ago;2013;SP;DPF/CAS/SP;NI;Brasil;Outra tipificação
Arma não classificada;1;41500;ago;2013;PR;DPF/LDA/PR;IBIPORA;Estados Unidos da América;Art. 12 Posse irregular de arma de fogo de uso permitido
Arma não classificada;1;41500;ago;2013;PR;DPF/LDA/PR;IBIPORA;Não identificado;Art. 12 Posse irregular de arma de fogo de uso permitido
Espingarda;1;41500;ago;2013;PR;DPF/LDA/PR;IBIPORA;Estados Unidos da América;Art. 12 Posse irregular de arma de fogo de uso permitido
Arma não classificada;1;41501;ago;2013;MS;SR/PF/MS;ROCHEDO;Não identificado;Art. 12 Posse irregular de arma de fogo de uso permitido
Arma não classificada;1;41501;ago;2013;MS;SR/PF/MS;ROCHEDO;Não identificado;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Arma não classificada;4;41501;ago;2013;MS;SR/PF/MS;ROCHEDO;Não identificado;Art. 12 Posse irregular de arma de fogo de uso permitido
Arma não classificada;4;41501;ago;2013;MS;SR/PF/MS;ROCHEDO;Não identificado;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Artesanal;1;41501;ago;2013;MS;SR/PF/MS;ROCHEDO;Não identificado;Art. 12 Posse irregular de arma de fogo de uso permitido
Artesanal;1;41501;ago;2013;MS;SR/PF/MS;ROCHEDO;Não identificado;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Espingarda;1;41501;ago;2013;PR;DPF/GPB/PR;PALMAS;Não identificado;Art. 12 Posse irregular de arma de fogo de uso permitido
Espingarda;1;41501;ago;2013;PR;DPF/GPB/PR;PALMAS;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Espingarda;2;41501;ago;2013;AL;SR/PF/AL;NI;Não identificado;Outra tipificação
Revólver;1;41501;ago;2013;MS;SR/PF/MS;ROCHEDO;Não identificado;Art. 12 Posse irregular de arma de fogo de uso permitido
Revólver;1;41501;ago;2013;MS;SR/PF/MS;ROCHEDO;Não identificado;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Revólver;1;41501;ago;2013;MS;SR/PF/MS;ROCHEDO;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Revólver;1;41501;ago;2013;MS;SR/PF/MS;ROCHEDO;Brasil;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Pistola;1;41502;ago;2013;MS;SR/PF/MS;JARAGUARI;Não identificado;Art. 14 Porte ilegal de arma de fogo de uso permitido
Pistola;1;41502;ago;2013;MS;SR/PF/MS;JARAGUARI;Não identificado;Art. 18 Tráfico internacional de arma de fogo
Pistola;1;41502;ago;2013;MS;SR/PF/MS;JARAGUARI;Não identificado;Art. 14 Porte ilegal de arma de fogo de uso permitido
Pistola;1;41502;ago;2013;MS;SR/PF/MS;JARAGUARI;Não identificado;Art. 18 Tráfico internacional de arma de fogo
Revólver;1;41502;ago;2013;MS;SR/PF/MS;JARAGUARI;Não identificado;Art. 14 Porte ilegal de arma de fogo de uso permitido
Revólver;1;41502;ago;2013;MS;SR/PF/MS;JARAGUARI;Não identificado;Art. 18 Tráfico internacional de arma de fogo
Espingarda;1;41503;ago;2013;PR;DPF/GRA/PR;MERCEDES;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Pistola;1;41503;ago;2013;SP;SR/PF/SP;SAO PAULO;Não identificado;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Pistola;1;41503;ago;2013;SP;SR/PF/SP;SAO PAULO;Não identificado;Art. 17 Comércio ilegal de arma de fogo
Espingarda;1;41505;ago;2013;PR;DPF/GPB/PR;PALMAS;Não identificado;Art. 12 Posse irregular de arma de fogo de uso permitido
Fuzil;1;41505;ago;2013;RS;DPF/SCS/RS;SANTA CRUZ DO SUL;Não identificado;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
