Espécie;Apreendidas;Data apreensão;Mês;Ano;UF Apreensão;Unidade Apreensão;Município;País de origem;Tipo Penal
Revólver;1;42467;abr;2016;MS;DPF/NVI/MS;MUNDO NOVO;Brasil;Art. 18 Tráfico internacional de arma de fogo
Revólver;1;42467;abr;2016;PE;SR/PF/PE;JABOATAO DOS GUARARAPES;Não identificado;Art. 12 Posse irregular de arma de fogo de uso permitido
Pistola;1;42468;abr;2016;SP;DEAIN/SR/SP;GUARULHOS;Brasil;Art. 14 Porte ilegal de arma de fogo de uso permitido
Artesanal;1;42469;abr;2016;AL;SR/PF/AL;ARAPIRACA;Não identificado;Art. 12 Posse irregular de arma de fogo de uso permitido
Pistola;1;42469;abr;2016;SP;SR/PF/SP;JANDIRA;Brasil;Art. 14 Porte ilegal de arma de fogo de uso permitido
Pistola;1;42470;abr;2016;AC;SR/PF/AC;RIO BRANCO;Brasil;Art. 14 Porte ilegal de arma de fogo de uso permitido
Pistola;1;42470;abr;2016;PR;DPF/GPB/PR;CANDOI;Estados Unidos da América;Art. 14 Porte ilegal de arma de fogo de uso permitido
Carabina;1;42471;abr;2016;MG;DPF/GVS/MG;GOVERNADOR VALADARES;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Escopeta;3;42471;abr;2016;CE;SR/PF/CE;CAUCAIA;Não identificado;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Espingarda;1;42471;abr;2016;AM;DPF/TBA/AM;SANTO ANTONIO DO ICA;Não identificado;Art. 12 Posse irregular de arma de fogo de uso permitido
Espingarda;1;42471;abr;2016;BA;DPF/JZO/BA;NI;Brasil;Outra tipificação
Espingarda;1;42471;abr;2016;MG;DPF/GVS/MG;GOVERNADOR VALADARES;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Fuzil;1;42471;abr;2016;SC;DPF/IJI/SC;NI;Não identificado;Outra tipificação
Fuzil;1;42471;abr;2016;SC;DPF/IJI/SC;NI;Não identificado;Outra tipificação
Fuzil;1;42471;abr;2016;SC;DPF/IJI/SC;NI;Não identificado;Outra tipificação
Pistola;3;42471;abr;2016;SC;DPF/IJI/SC;NI;Estados Unidos da América;Outra tipificação
Pistola;5;42471;abr;2016;CE;SR/PF/CE;CAUCAIA;Não identificado;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Revólver;1;42471;abr;2016;CE;SR/PF/CE;AQUIRAZ;Não identificado;Art. 14 Porte ilegal de arma de fogo de uso permitido
Revólver;1;42471;abr;2016;CE;SR/PF/CE;AQUIRAZ;Não identificado;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Revólver;1;42471;abr;2016;MG;DPF/GVS/MG;GOVERNADOR VALADARES;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Revólver;1;42471;abr;2016;RO;DPF/GMI/RO;GUAJARA-MIRIM;Brasil;Art. 14 Porte ilegal de arma de fogo de uso permitido
Revólver;2;42471;abr;2016;MG;DPF/GVS/MG;GOVERNADOR VALADARES;Estados Unidos da América;Art. 12 Posse irregular de arma de fogo de uso permitido
Espingarda;1;42472;abr;2016;DF;SR/PF/DF;BRASILIA;Não identificado;Art. 12 Posse irregular de arma de fogo de uso permitido
Espingarda;1;42472;abr;2016;PA;DPF/MBA/PA;NI;Não identificado;Outra tipificação
Pistola;1;42472;abr;2016;DF;SR/PF/DF;BRASILIA;Não identificado;Art. 12 Posse irregular de arma de fogo de uso permitido
Artesanal;6;42473;abr;2016;SP;DEAIN/SR/SP;GUARULHOS;Não identificado;Art. 18 Tráfico internacional de arma de fogo
Carabina;1;42473;abr;2016;SP;DEAIN/SR/SP;GUARULHOS;Brasil;Art. 18 Tráfico internacional de arma de fogo
Carabina;1;42473;abr;2016;SP;DEAIN/SR/SP;GUARULHOS;Estados Unidos da América;Art. 18 Tráfico internacional de arma de fogo
Carabina;1;42473;abr;2016;SP;DPF/SOD/SP;NI;Brasil;Outra tipificação
Fuzil;1;42473;abr;2016;SP;DEAIN/SR/SP;GUARULHOS;Estados Unidos da América;Art. 18 Tráfico internacional de arma de fogo
Fuzil;1;42473;abr;2016;SP;DEAIN/SR/SP;GUARULHOS;Não identificado;Art. 18 Tráfico internacional de arma de fogo
Fuzil;1;42473;abr;2016;SP;DEAIN/SR/SP;GUARULHOS;Estados Unidos da América;Art. 18 Tráfico internacional de arma de fogo
Metralhadora;1;42473;abr;2016;SP;DEAIN/SR/SP;GUARULHOS;Estados Unidos da América;Art. 18 Tráfico internacional de arma de fogo
Pistola;1;42473;abr;2016;RO;DPF/JPN/RO;ROLIM DE MOURA;Brasil;Art. 14 Porte ilegal de arma de fogo de uso permitido
Pistola;1;42473;abr;2016;SP;DEAIN/SR/SP;GUARULHOS;Brasil;Art. 18 Tráfico internacional de arma de fogo
Pistola;1;42473;abr;2016;SP;DPF/SOD/SP;NI;Brasil;Outra tipificação
Revólver;1;42473;abr;2016;MS;SR/PF/MS;NI;Brasil;Outra tipificação
Revólver;1;42473;abr;2016;MS;SR/PF/MS;NI;Brasil;Outra tipificação
Rifle;1;42473;abr;2016;SP;DEAIN/SR/SP;GUARULHOS;Estados Unidos da América;Art. 18 Tráfico internacional de arma de fogo
Escopeta;1;42474;abr;2016;SP;DPF/SOD/SP;SARAPUI;Brasil;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Pistola;1;42474;abr;2016;SP;DPF/SOD/SP;SARAPUI;Brasil;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Revólver;1;42474;abr;2016;TO;SR/PF/TO;PALMEIROPOLIS;Brasil;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Espingarda;1;42475;abr;2016;AM;DPF/TBA/AM;TABATINGA;Não identificado;Art. 14 Porte ilegal de arma de fogo de uso permitido
Espingarda;1;42475;abr;2016;AM;DPF/TBA/AM;TABATINGA;Não identificado;Art. 14 Porte ilegal de arma de fogo de uso permitido
Pistola;1;42475;abr;2016;PE;SR/PF/PE;RECIFE;Bélgica;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Rifle;1;42475;abr;2016;PR;SR/PF/PR;NI;Não identificado;Outra tipificação
Pistola;1;42477;abr;2016;RS;SR/PF/RS;NI;Brasil;Outra tipificação
Revólver;1;42477;abr;2016;RS;SR/PF/RS;NI;Não identificado;Outra tipificação
Artesanal;6;42478;abr;2016;SP;DEAIN/SR/SP;GUARULHOS;Não identificado;Art. 18 Tráfico internacional de arma de fogo
Artesanal;6;42478;abr;2016;SP;DEAIN/SR/SP;GUARULHOS;Não identificado;Art. 18 Tráfico internacional de arma de fogo
Revólver;1;42478;abr;2016;MG;DPF/UDI/MG;NI;Brasil;Outra tipificação
Revólver;1;42478;abr;2016;MG;DPF/UDI/MG;NI;Brasil;Outra tipificação
Revólver;1;42478;abr;2016;MT;SR/PF/MT;NI;Não identificado;Outra tipificação
Revólver;1;42478;abr;2016;MT;SR/PF/MT;NI;Não identificado;Outra tipificação
Pistola;1;42479;abr;2016;RO;SR/PF/RO;PORTO VELHO;Itália;Art. 14 Porte ilegal de arma de fogo de uso permitido
Revólver;1;42479;abr;2016;MS;DPF/NVI/MS;MUNDO NOVO;Brasil;Art. 18 Tráfico internacional de arma de fogo
Revólver;1;42479;abr;2016;PR;DPF/FIG/PR;FOZ DO IGUACU;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Revólver;1;42479;abr;2016;PR;DPF/FIG/PR;FOZ DO IGUACU;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Artesanal;1;42480;abr;2016;SC;SR/PF/SC;NI;Não identificado;Outra tipificação
Pistola;2;42480;abr;2016;RO;DPF/GMI/RO;GUAJARA-MIRIM;Não identificado;Art. 18 Tráfico internacional de arma de fogo
Pistola;1;42482;abr;2016;RJ;SR/PF/RJ;NI;Brasil;Outra tipificação
Pistola;1;42482;abr;2016;RJ;SR/PF/RJ;NI;Brasil;Outra tipificação
Pistola;1;42482;abr;2016;RO;SR/PF/RO;NI;Brasil;Outra tipificação
Revólver;1;42482;abr;2016;PA;SR/PF/PA;NI;Estados Unidos da América;Outra tipificação
Espingarda;1;42483;abr;2016;AC;SR/PF/AC;NI;Não identificado;Outra tipificação
Pistola;1;42483;abr;2016;PR;DPF/FIG/PR;SANTA TEREZINHA DE ITAIPU;Brasil;Art. 18 Tráfico internacional de arma de fogo
Artesanal;1;42484;abr;2016;BA;DPF/ILS/BA;NI;Não identificado;Outra tipificação
Espingarda;1;42484;abr;2016;BA;DPF/ILS/BA;NI;Não identificado;Outra tipificação
Rifle;1;42484;abr;2016;BA;DPF/ILS/BA;NI;Não identificado;Outra tipificação
Rifle;1;42484;abr;2016;BA;DPF/ILS/BA;NI;Não identificado;Outra tipificação
Artesanal;2;42485;abr;2016;PA;DPF/RDO/PA;NI;Não identificado;Outra tipificação
Pistola;1;42485;abr;2016;RS;SR/PF/RS;NI;Brasil;Outra tipificação
Pistola;1;42485;abr;2016;RS;SR/PF/RS;NI;Brasil;Outra tipificação
Revólver;1;42485;abr;2016;ES;SR/PF/ES;ICONHA;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Revólver;1;42485;abr;2016;RS;SR/PF/RS;NI;Estados Unidos da América;Outra tipificação
Rifle;1;42485;abr;2016;PA;DPF/RDO/PA;NI;Não identificado;Outra tipificação
Pistola;1;42486;abr;2016;SC;DPF/JVE/SC;NI;Brasil;Outra tipificação
Pistola;1;42486;abr;2016;SC;DPF/JVE/SC;NI;Brasil;Outra tipificação
Rifle;1;42486;abr;2016;AC;SR/PF/AC;NI;Brasil;Outra tipificação
Espingarda;1;42487;abr;2016;GO;SR/PF/GO;NI;Brasil;Outra tipificação
Fuzil;3;42487;abr;2016;SP;SR/PF/SP;SAO PAULO;Estados Unidos da América;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Fuzil;3;42487;abr;2016;SP;SR/PF/SP;SAO PAULO;Estados Unidos da América;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Fuzil;3;42487;abr;2016;SP;SR/PF/SP;SAO PAULO;Estados Unidos da América;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Fuzil;21;42487;abr;2016;SP;SR/PF/SP;SAO PAULO;Não identificado;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Pistola;1;42487;abr;2016;GO;SR/PF/GO;NI;Brasil;Outra tipificação
Pistola;1;42487;abr;2016;GO;SR/PF/GO;NI;Brasil;Outra tipificação
Pistola;1;42487;abr;2016;PB;SR/PF/PB;NI;Brasil;Outra tipificação
Pistola;1;42487;abr;2016;RS;DPF/SCS/RS;LAJEADO;Estados Unidos da América;Art. 14 Porte ilegal de arma de fogo de uso permitido
Pistola;1;42487;abr;2016;RS;DPF/SCS/RS;LAJEADO;Estados Unidos da América;Art. 18 Tráfico internacional de arma de fogo
Pistola;1;42487;abr;2016;RS;DPF/SCS/RS;LAJEADO;Estados Unidos da América;Art. 14 Porte ilegal de arma de fogo de uso permitido
Pistola;1;42487;abr;2016;RS;DPF/SCS/RS;LAJEADO;Estados Unidos da América;Art. 18 Tráfico internacional de arma de fogo
Pistola;1;42487;abr;2016;RS;DPF/SCS/RS;LAJEADO;Brasil;Art. 14 Porte ilegal de arma de fogo de uso permitido
Pistola;1;42487;abr;2016;RS;DPF/SCS/RS;LAJEADO;Brasil;Art. 18 Tráfico internacional de arma de fogo
Revólver;1;42487;abr;2016;MG;DPF/GVS/MG;GOVERNADOR VALADARES;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Revólver;1;42487;abr;2016;MG;DPF/GVS/MG;GOVERNADOR VALADARES;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Revólver;1;42487;abr;2016;PB;SR/PF/PB;NI;Brasil;Outra tipificação
Revólver;1;42487;abr;2016;PB;SR/PF/PB;NI;Brasil;Outra tipificação
Revólver;1;42487;abr;2016;PB;SR/PF/PB;NI;Brasil;Outra tipificação
Revólver;1;42487;abr;2016;PR;SR/PF/PR;SAO JOSE DOS PINHAIS;Brasil;Art. 14 Porte ilegal de arma de fogo de uso permitido
Revólver;1;42487;abr;2016;RJ;SR/PF/RJ;RIO DE JANEIRO;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Revólver;1;42487;abr;2016;RN;SR/PF/RN;NI;Não identificado;Outra tipificação
Revólver;3;42487;abr;2016;RJ;DPF/MCE/RJ;NI;Brasil;Outra tipificação
Revólver;3;42487;abr;2016;TO;DPF/AGA/TO;ARAGUAINA;Brasil;Art. 14 Porte ilegal de arma de fogo de uso permitido
Artesanal;2;42488;abr;2016;AP;DPF/OPE/AP;NI;Não identificado;Outra tipificação
Espingarda;1;42488;abr;2016;AP;DPF/OPE/AP;NI;Não identificado;Outra tipificação
Espingarda;1;42488;abr;2016;RS;DPF/RGE/RS;RIO GRANDE;Não identificado;Art. 14 Porte ilegal de arma de fogo de uso permitido
Pistola;1;42488;abr;2016;MG;SR/PF/MG;SABARA;Não identificado;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Pistola;1;42488;abr;2016;MG;SR/PF/MG;SABARA;Não identificado;Art. 17 Comércio ilegal de arma de fogo
Pistola;1;42488;abr;2016;MG;SR/PF/MG;SABARA;Não identificado;Art. 18 Tráfico internacional de arma de fogo
Pistola;1;42488;abr;2016;MG;SR/PF/MG;SABARA;Não identificado;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Pistola;1;42488;abr;2016;MG;SR/PF/MG;SABARA;Não identificado;Art. 17 Comércio ilegal de arma de fogo
Pistola;1;42488;abr;2016;MG;SR/PF/MG;SABARA;Não identificado;Art. 18 Tráfico internacional de arma de fogo
Pistola;1;42488;abr;2016;MG;SR/PF/MG;CONFINS;Itália;Art. 14 Porte ilegal de arma de fogo de uso permitido
Pistola;1;42488;abr;2016;MS;DPF/PPA/MS;NI;Brasil;Outra tipificação
Pistola;1;42488;abr;2016;PR;DPF/GRA/PR;GUAIRA;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Pistola;3;42488;abr;2016;MG;SR/PF/MG;SABARA;Não identificado;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Pistola;3;42488;abr;2016;MG;SR/PF/MG;SABARA;Não identificado;Art. 17 Comércio ilegal de arma de fogo
Pistola;3;42488;abr;2016;MG;SR/PF/MG;SABARA;Não identificado;Art. 18 Tráfico internacional de arma de fogo
Pistola;7;42488;abr;2016;MG;SR/PF/MG;SABARA;Não identificado;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Pistola;7;42488;abr;2016;MG;SR/PF/MG;SABARA;Não identificado;Art. 17 Comércio ilegal de arma de fogo
Pistola;7;42488;abr;2016;MG;SR/PF/MG;SABARA;Não identificado;Art. 18 Tráfico internacional de arma de fogo
Revólver;1;42488;abr;2016;MG;DPF/VAG/MG;CAMPO BELO;Brasil;Art. 14 Porte ilegal de arma de fogo de uso permitido
Revólver;1;42488;abr;2016;MG;SR/PF/MG;SABARA;Não identificado;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Revólver;1;42488;abr;2016;MG;SR/PF/MG;SABARA;Não identificado;Art. 17 Comércio ilegal de arma de fogo
Revólver;1;42488;abr;2016;MG;SR/PF/MG;SABARA;Não identificado;Art. 18 Tráfico internacional de arma de fogo
Revólver;1;42488;abr;2016;RS;SR/PF/RS;PORTO ALEGRE;Brasil;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Espingarda;1;42489;abr;2016;AM;DPF/TBA/AM;BENJAMIN CONSTANT;Não identificado;Art. 14 Porte ilegal de arma de fogo de uso permitido
Espingarda;1;42489;abr;2016;SC;DPF/DCQ/SC;BARRACAO;Não identificado;Art. 12 Posse irregular de arma de fogo de uso permitido
Espingarda;1;42489;abr;2016;SC;DPF/DCQ/SC;BARRACAO;Não identificado;Art. 18 Tráfico internacional de arma de fogo
Revólver;1;42489;abr;2016;RN;SR/PF/RN;NI;Brasil;Outra tipificação
Revólver;1;42489;abr;2016;SC;DPF/IJI/SC;BLUMENAU;Não identificado;Art. 14 Porte ilegal de arma de fogo de uso permitido
Revólver;1;42489;abr;2016;SC;DPF/IJI/SC;BLUMENAU;Não identificado;Art. 14 Porte ilegal de arma de fogo de uso permitido
Revólver;1;42490;abr;2016;RN;SR/PF/RN;NI;Brasil;Outra tipificação
Espingarda;1;42492;mai;2016;AC;SR/PF/AC;SENADOR GUIOMARD;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Espingarda;1;42492;mai;2016;AC;SR/PF/AC;SENADOR GUIOMARD;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Fuzil;1;42492;mai;2016;MG;DPF/URA/MG;NI;Não identificado;Outra tipificação
Revólver;1;42492;mai;2016;BA;DPF/JZO/BA;JUAZEIRO;Não identificado;Art. 12 Posse irregular de arma de fogo de uso permitido
Revólver;1;42492;mai;2016;DF;SR/PF/DF;NI;Brasil;Outra tipificação
Arma não classificada;1;42493;mai;2016;RS;DPF/SAG/RS;PORTO LUCENA;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Arma não classificada;1;42493;mai;2016;RS;DPF/SAG/RS;PORTO LUCENA;Brasil;Art. 18 Tráfico internacional de arma de fogo
Espingarda;1;42493;mai;2016;AC;SR/PF/AC;SENADOR GUIOMARD;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Espingarda;1;42493;mai;2016;AC;SR/PF/AC;NI;Não identificado;Outra tipificação
Espingarda;1;42493;mai;2016;AC;SR/PF/AC;NI;Não identificado;Outra tipificação
Espingarda;1;42493;mai;2016;BA;DPF/JZO/BA;JUAZEIRO;Não identificado;Art. 12 Posse irregular de arma de fogo de uso permitido
Pistola;1;42493;mai;2016;MT;DPF/CAE/MT;PONTES E LACERDA;Estados Unidos da América;Art. 14 Porte ilegal de arma de fogo de uso permitido
Pistola;1;42493;mai;2016;RS;DPF/SAG/RS;PORTO LUCENA;Bélgica;Art. 12 Posse irregular de arma de fogo de uso permitido
Pistola;1;42493;mai;2016;RS;DPF/SAG/RS;PORTO LUCENA;Bélgica;Art. 18 Tráfico internacional de arma de fogo
Revólver;1;42493;mai;2016;BA;DPF/JZO/BA;JUAZEIRO;Não identificado;Art. 12 Posse irregular de arma de fogo de uso permitido
Revólver;1;42493;mai;2016;RS;SR/PF/RS;SAO LEOPOLDO;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Rifle;1;42493;mai;2016;AC;SR/PF/AC;NI;Estados Unidos da América;Outra tipificação
Espingarda;1;42494;mai;2016;SP;DPF/SJK/SP;TAUBATE;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Pistola;2;42494;mai;2016;CE;SR/PF/CE;FORTALEZA;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Pistola;2;42494;mai;2016;CE;SR/PF/CE;FORTALEZA;Brasil;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Pistola;2;42494;mai;2016;CE;SR/PF/CE;FORTALEZA;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Pistola;2;42494;mai;2016;CE;SR/PF/CE;FORTALEZA;Brasil;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Pistola;1;42495;mai;2016;RO;DPF/GMI/RO;BURITIS;Estados Unidos da América;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Pistola;1;42495;mai;2016;RO;DPF/GMI/RO;BURITIS;Estados Unidos da América;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Pistola;1;42495;mai;2016;SP;DPF/PCA/SP;NI;Brasil;Outra tipificação
Revólver;1;42495;mai;2016;BA;DPF/VDC/BA;NI;Não identificado;Outra tipificação
Revólver;1;42495;mai;2016;RO;DPF/GMI/RO;GUAJARA-MIRIM;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Revólver;1;42495;mai;2016;RO;DPF/GMI/RO;BURITIS;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Espingarda;1;42496;mai;2016;SP;SR/PF/SP;SAO PAULO;Não identificado;Art. 12 Posse irregular de arma de fogo de uso permitido
Pistola;1;42496;mai;2016;PR;DPF/FIG/PR;FOZ DO IGUACU;Estados Unidos da América;Art. 18 Tráfico internacional de arma de fogo
Revólver;1;42496;mai;2016;MT;DPF/CAE/MT;PORTO ESPERIDIAO;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Revólver;1;42496;mai;2016;PR;DPF/FIG/PR;FOZ DO IGUACU;Alemanha;Art. 18 Tráfico internacional de arma de fogo
Revólver;1;42496;mai;2016;SP;SR/PF/SP;SAO PAULO;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Revólver;1;42496;mai;2016;SP;SR/PF/SP;SAO PAULO;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Fuzil;1;42497;mai;2016;MS;SR/PF/MS;CAMPO GRANDE;Estados Unidos da América;Art. 18 Tráfico internacional de arma de fogo
Rifle;1;42498;mai;2016;MT;DPF/CAE/MT;PORTO ESPERIDIAO;Estados Unidos da América;Art. 12 Posse irregular de arma de fogo de uso permitido
Pistola;1;42499;mai;2016;AC;SR/PF/AC;PAUINI;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Pistola;1;42499;mai;2016;MG;DPF/UDI/MG;PATROCINIO;Estados Unidos da América;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Revólver;1;42499;mai;2016;AP;SR/PF/AP;MACAPA;Brasil;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Artesanal;1;42500;mai;2016;RR;SR/PF/RR;NI;Não identificado;Outra tipificação
Espingarda;1;42500;mai;2016;AC;SR/PF/AC;PAUINI;Não identificado;Art. 12 Posse irregular de arma de fogo de uso permitido
Espingarda;1;42500;mai;2016;AC;SR/PF/AC;PAUINI;Não identificado;Art. 12 Posse irregular de arma de fogo de uso permitido
Espingarda;1;42500;mai;2016;MT;DPF/SIC/MT;ALTA FLORESTA;Não identificado;Art. 12 Posse irregular de arma de fogo de uso permitido
Espingarda;1;42500;mai;2016;MT;DPF/SIC/MT;ALTA FLORESTA;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Espingarda;1;42500;mai;2016;RR;SR/PF/RR;NI;Não identificado;Outra tipificação
Espingarda;1;42500;mai;2016;SP;DPF/JLS/SP;ILHA SOLTEIRA;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Espingarda;1;42500;mai;2016;SP;DPF/JLS/SP;ILHA SOLTEIRA;Não identificado;Art. 12 Posse irregular de arma de fogo de uso permitido
Pistola;1;42500;mai;2016;MT;DPF/SIC/MT;ALTA FLORESTA;Repúlica Tcheca;Art. 12 Posse irregular de arma de fogo de uso permitido
Revólver;1;42500;mai;2016;MT;DPF/SIC/MT;ALTA FLORESTA;Estados Unidos da América;Art. 12 Posse irregular de arma de fogo de uso permitido
Pistola;1;42501;mai;2016;RJ;DPF/ARS/RJ;NI;Brasil;Outra tipificação
Pistola;1;42501;mai;2016;RJ;SR/PF/RJ;NI;Brasil;Outra tipificação
Revólver;1;42501;mai;2016;BA;SR/PF/BA;NI;Brasil;Outra tipificação
Revólver;1;42501;mai;2016;CE;SR/PF/CE;NI;Brasil;Outra tipificação
Revólver;1;42501;mai;2016;RJ;DPF/VRA/RJ;NI;Brasil;Outra tipificação
Revólver;1;42501;mai;2016;RJ;DPF/VRA/RJ;NI;Brasil;Outra tipificação
Revólver;1;42501;mai;2016;RJ;SR/PF/RJ;NI;Brasil;Outra tipificação
Revólver;2;42501;mai;2016;RS;DPF/PTS/RS;PELOTAS;Estados Unidos da América;Art. 12 Posse irregular de arma de fogo de uso permitido
Espingarda;1;42502;mai;2016;BA;DPF/JZO/BA;NI;Não identificado;Outra tipificação
Espingarda;1;42502;mai;2016;PE;DPF/SGO/PE;NI;Não identificado;Outra tipificação
Pistola;1;42502;mai;2016;SP;DPF/RPO/SP;NI;Brasil;Outra tipificação
Revólver;1;42502;mai;2016;ES;SR/PF/ES;NI;Brasil;Outra tipificação
Arma não classificada;1;42503;mai;2016;SP;SR/PF/SP;NI;Não identificado;Outra tipificação
Espingarda;1;42503;mai;2016;SP;SR/PF/SP;NI;Não identificado;Outra tipificação
Fuzil;1;42503;mai;2016;SP;SR/PF/SP;NI;Não identificado;Outra tipificação
Fuzil;1;42503;mai;2016;SP;SR/PF/SP;NI;Não identificado;Outra tipificação
Metralhadora;1;42503;mai;2016;SP;SR/PF/SP;NI;Não identificado;Outra tipificação
Pistola;1;42503;mai;2016;SP;SR/PF/SP;NI;Estados Unidos da América;Outra tipificação
Pistola;1;42503;mai;2016;SP;SR/PF/SP;NI;Itália;Outra tipificação
Pistola;1;42503;mai;2016;SP;SR/PF/SP;NI;Brasil;Outra tipificação
Pistola;1;42503;mai;2016;SP;SR/PF/SP;NI;Brasil;Outra tipificação
Pistola;1;42503;mai;2016;SP;SR/PF/SP;NI;Não identificado;Outra tipificação
Revólver;1;42503;mai;2016;CE;SR/PF/CE;GUARAMIRANGA;Brasil;Art. 14 Porte ilegal de arma de fogo de uso permitido
Revólver;1;42503;mai;2016;MT;SR/PF/MT;NI;Brasil;Outra tipificação
Revólver;1;42503;mai;2016;MT;SR/PF/MT;NI;Brasil;Outra tipificação
Revólver;1;42507;mai;2016;SC;DPF/CCM/SC;NI;Brasil;Outra tipificação
Espingarda;1;42508;mai;2016;RS;DPF/PFO/RS;PASSO FUNDO;Não identificado;Art. 12 Posse irregular de arma de fogo de uso permitido
Pistola;1;42508;mai;2016;RN;SR/PF/RN;PARNAMIRIM;Brasil;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Pistola;1;42508;mai;2016;SP;SR/PF/SP;NI;Brasil;Outra tipificação
Revólver;1;42508;mai;2016;RS;DPF/PFO/RS;PASSO FUNDO;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Revólver;1;42508;mai;2016;SP;SR/PF/SP;NI;Brasil;Outra tipificação
Espingarda;1;42509;mai;2016;MG;SR/PF/MG;BELO HORIZONTE;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Espingarda;1;42509;mai;2016;RO;DPF/GMI/RO;GUAJARA-MIRIM;Não identificado;Art. 14 Porte ilegal de arma de fogo de uso permitido
Pistola;1;42509;mai;2016;MA;DPF/CXA/MA;NI;Brasil;Outra tipificação
Revólver;1;42509;mai;2016;MA;DPF/CXA/MA;NI;Brasil;Outra tipificação
Revólver;1;42509;mai;2016;MA;DPF/CXA/MA;NI;Brasil;Outra tipificação
Revólver;1;42509;mai;2016;SP;DPF/SOD/SP;MAIRINQUE;Brasil;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Pistola;1;42510;mai;2016;MS;DPF/NVI/MS;NAVIRAI;Alemanha;Art. 12 Posse irregular de arma de fogo de uso permitido
Pistola;1;42510;mai;2016;MS;DPF/NVI/MS;NAVIRAI;Alemanha;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Pistola;1;42510;mai;2016;RS;DPF/LIV/RS;ROSARIO DO SUL;Estados Unidos da América;Art. 18 Tráfico internacional de arma de fogo
Revólver;1;42510;mai;2016;MS;DPF/NVI/MS;NAVIRAI;Brasil;Art. 12 Posse irregular de arma de fogo de uso permitido
Revólver;1;42510;mai;2016;MS;DPF/NVI/MS;NAVIRAI;Brasil;Art. 16 Posse ou porte ilegal de arma de fogo de uso restrito
Pistola;1;42511;mai;2016;MA;SR/PF/MA;SANTA INES;Brasil;Art. 14 Porte ilegal de arma de fogo de uso permitido
Pistola;1;42511;mai;2016;RS;DPF/PTS/RS;PELOTAS;Brasil;Art. 14 Porte ilegal de arma de fogo de uso permitido
